row_type,scenario,nav_basis,stress_scenario,security_id,metric,value,limit,status,stress_pnl_CNY,post_stress_weight,executable_status,source_ids
risk_by_security,当前,statement,,SYNETF.SH,marginal_risk_contribution,0.17851865389212,,披露,,,8/28收盘后当前可执行0；8/31正常交易时最多50000，5%ADV上限750000,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
risk_by_security,当前,statement,,SYNETF.SH,component_risk_contribution_to_vol,0.03540127329782125,,披露,,,8/28收盘后当前可执行0；8/31正常交易时最多50000，5%ADV上限750000,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
risk_by_security,当前,statement,,SYNETF.SH,risk_contribution_share,0.11486225294727266,0.55,合规,,,8/28收盘后当前可执行0；8/31正常交易时最多50000，5%ADV上限750000,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
stress_total,当前,statement,STRESS-01,TOTAL,stress_loss_rate,0.13240421640354255,0.09,不合规,-137541.5,,情景损益，不代表可即时成交,SCEN-01-201..ETF|SCEN-02-201..ETF|SCEN-03-201..ETF
stress_by_security,当前,statement,STRESS-01,SYN201.SH,security_stress_pnl,,,披露,-72576.0,0.36684702557590304,8/28收盘后当前可执行0；8/31复核T+1到账后最多18000，5%ADV上限120000,SCEN-01/02/03-201
stress_by_security,当前,statement,STRESS-01,SYN202.SZ,security_stress_pnl,,,披露,-2947.5,0.10574380158411821,8/28收盘后当前可执行0；8/31正常交易时最多12500，5%ADV上限150000,SCEN-01/02/03-202
stress_by_security,当前,statement,STRESS-01,SYN203.SH,security_stress_pnl,,,披露,-9728.0,0.12412864899471128,停牌，当前及复牌前可执行0；复牌日须取新报价，5%ADV上限42500,SCEN-01/02/03-203
stress_by_security,当前,statement,STRESS-01,SYN204.SZ,security_stress_pnl,,,披露,-33750.0,0.11234290716814321,跌停且零买盘，当前可执行0；恢复有效买盘后单日最多9000,SCEN-01/02/03-204
stress_by_security,当前,statement,STRESS-01,SYNETF.SH,security_stress_pnl,,,披露,-18540.0,0.20799803829866792,8/28收盘后当前可执行0；8/31正常交易时最多50000，5%ADV上限750000,SCEN-01/02/03-ETF
stress_total,当前,statement,STRESS-02,TOTAL,stress_loss_rate,0.11982335386984982,0.09,不合规,-124472.5,,情景损益，不代表可即时成交,SCEN-01-201..ETF|SCEN-02-201..ETF|SCEN-03-201..ETF
stress_by_security,当前,statement,STRESS-02,SYN201.SH,security_stress_pnl,,,披露,-40320.0,0.3968818612586847,8/28收盘后当前可执行0；8/31复核T+1到账后最多18000，5%ADV上限120000,SCEN-01/02/03-201
stress_by_security,当前,statement,STRESS-02,SYN202.SZ,security_stress_pnl,,,披露,-4912.5,0.10208322510260273,8/28收盘后当前可执行0；8/31正常交易时最多12500，5%ADV上限150000,SCEN-01/02/03-202
stress_by_security,当前,statement,STRESS-02,SYN203.SH,security_stress_pnl,,,披露,-24320.0,0.10639513740973557,停牌，当前及复牌前可执行0；复牌日须取新报价，5%ADV上限42500,SCEN-01/02/03-203
stress_by_security,当前,statement,STRESS-02,SYN204.SZ,security_stress_pnl,,,披露,-40500.0,0.10335465136944913,跌停且零买盘，当前可执行0；恢复有效买盘后单日最多9000,SCEN-01/02/03-204
stress_by_security,当前,statement,STRESS-02,SYNETF.SH,security_stress_pnl,,,披露,-14420.000000000002,0.2095310487762864,8/28收盘后当前可执行0；8/31正常交易时最多50000，5%ADV上限750000,SCEN-01/02/03-ETF
stress_total,当前,statement,STRESS-03,TOTAL,stress_gain_rate,0.08961205236811706,,合规/上行情景,93089.0,,情景损益，不代表可即时成交,SCEN-01-201..ETF|SCEN-02-201..ETF|SCEN-03-201..ETF
stress_by_security,当前,statement,STRESS-03,SYN201.SH,security_stress_pnl,,,披露,48384.0,0.3989649161711087,8/28收盘后当前可执行0；8/31复核T+1到账后最多18000，5%ADV上限120000,SCEN-01/02/03-201
stress_by_security,当前,statement,STRESS-03,SYN202.SZ,security_stress_pnl,,,披露,1965.0,0.08853783365683385,8/28收盘后当前可执行0；8/31正常交易时最多12500，5%ADV上限150000,SCEN-01/02/03-202
stress_by_security,当前,statement,STRESS-03,SYN203.SH,security_stress_pnl,,,披露,6080.0,0.1128025804650456,停牌，当前及复牌前可执行0；复牌日须取新报价，5%ADV上限42500,SCEN-01/02/03-203
stress_by_security,当前,statement,STRESS-03,SYN204.SZ,security_stress_pnl,,,披露,24300.0,0.1407381819241993,跌停且零买盘，当前可执行0；恢复有效买盘后单日最多9000,SCEN-01/02/03-204
stress_by_security,当前,statement,STRESS-03,SYNETF.SH,security_stress_pnl,,,披露,12360.0,0.19291644322013907,8/28收盘后当前可执行0；8/31正常交易时最多50000，5%ADV上限750000,SCEN-01/02/03-ETF
summary,当前,reconstructed,,,NAV_CNY,1043785.82,,披露,,,,POLICY-01|POLICY-02|POLICY-03|POLICY-04|POLICY-05|POLICY-06
summary,当前,reconstructed,,,risk_asset_weight,0.9236090216285943,0.75,不合规,,,,POLICY-01|POLICY-02|POLICY-03|POLICY-04|POLICY-05|POLICY-06
summary,当前,reconstructed,,,max_single_weight,0.3862861444122703,0.27,不合规,,,,POLICY-01|POLICY-02|POLICY-03|POLICY-04|POLICY-05|POLICY-06
summary,当前,reconstructed,,,top2_weight,0.5836446408133806,,披露,,,,POLICY-01|POLICY-02|POLICY-03|POLICY-04|POLICY-05|POLICY-06
summary,当前,reconstructed,,,highvol_weight_A_plus_D,0.5156230231217359,0.3,不合规,,,,POLICY-01|POLICY-02|POLICY-03|POLICY-04|POLICY-05|POLICY-06
summary,当前,reconstructed,,,electronic_weight_A_plus_D,0.5156230231217359,0.32,不合规,,,,POLICY-01|POLICY-02|POLICY-03|POLICY-04|POLICY-05|POLICY-06
summary,当前,reconstructed,,,deadline_withdrawable_cash_weight,0.07279828729614281,,披露,,,,POLICY-01|POLICY-02|POLICY-03|POLICY-04|POLICY-05|POLICY-06
summary,当前,reconstructed,,,portfolio_annualized_volatility,0.30673412899076863,,披露,,,,POLICY-01|POLICY-02|POLICY-03|POLICY-04|POLICY-05|POLICY-06
summary,当前,reconstructed,,,max_risk_contribution_share,0.5820023831073903,0.55,不合规,,,,POLICY-01|POLICY-02|POLICY-03|POLICY-04|POLICY-05|POLICY-06
risk_by_security,当前,reconstructed,,SYN201.SH,single_weight,0.3862861444122703,,披露,,,8/28收盘后当前可执行0；8/31复核T+1到账后最多18000，5%ADV上限120000,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
risk_by_security,当前,reconstructed,,SYN201.SH,marginal_risk_contribution,0.4621444404241135,,披露,,,8/28收盘后当前可执行0；8/31复核T+1到账后最多18000，5%ADV上限120000,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
risk_by_security,当前,reconstructed,,SYN201.SH,component_risk_contribution_to_vol,0.17851999405299698,,披露,,,8/28收盘后当前可执行0；8/31复核T+1到账后最多18000，5%ADV上限120000,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
risk_by_security,当前,reconstructed,,SYN201.SH,risk_contribution_share,0.5820023831073903,0.55,不合规,,,8/28收盘后当前可执行0；8/31复核T+1到账后最多18000，5%ADV上限120000,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
risk_by_security,当前,reconstructed,,SYN202.SZ,single_weight,0.0941285061718888,,披露,,,8/28收盘后当前可执行0；8/31正常交易时最多12500，5%ADV上限150000,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
risk_by_security,当前,reconstructed,,SYN202.SZ,marginal_risk_contribution,0.05142623354004123,,披露,,,8/28收盘后当前可执行0；8/31正常交易时最多12500，5%ADV上限150000,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
risk_by_security,当前,reconstructed,,SYN202.SZ,component_risk_contribution_to_vol,0.004840674541170765,,披露,,,8/28收盘后当前可执行0；8/31正常交易时最多12500，5%ADV上限150000,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
risk_by_security,当前,reconstructed,,SYN202.SZ,risk_contribution_share,0.015781336615843123,0.55,合规,,,8/28收盘后当前可执行0；8/31正常交易时最多12500，5%ADV上限150000,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
risk_by_security,当前,reconstructed,,SYN203.SH,single_weight,0.1164989959338593,,披露,,,停牌，当前及复牌前可执行0；复牌日须取新报价，5%ADV上限42500,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
risk_by_security,当前,reconstructed,,SYN203.SH,marginal_risk_contribution,0.15857830845417234,,披露,,,停牌，当前及复牌前可执行0；复牌日须取新报价，5%ADV上限42500,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
risk_by_security,当前,reconstructed,,SYN203.SH,component_risk_contribution_to_vol,0.01847421371180091,,披露,,,停牌，当前及复牌前可执行0；复牌日须取新报价，5%ADV上限42500,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
risk_by_security,当前,reconstructed,,SYN203.SH,risk_contribution_share,0.060228751761617315,0.55,合规,,,停牌，当前及复牌前可执行0；复牌日须取新报价，5%ADV上限42500,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
risk_by_security,当前,reconstructed,,SYN204.SZ,single_weight,0.12933687870946553,,披露,,,跌停且零买盘，当前可执行0；恢复有效买盘后单日最多9000,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
risk_by_security,当前,reconstructed,,SYN204.SZ,marginal_risk_contribution,0.5386481741962929,,披露,,,跌停且零买盘，当前可执行0；恢复有效买盘后单日最多9000,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
risk_by_security,当前,reconstructed,,SYN204.SZ,component_risk_contribution_to_vol,0.069667073573101,,披露,,,跌停且零买盘，当前可执行0；恢复有效买盘后单日最多9000,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
risk_by_security,当前,reconstructed,,SYN204.SZ,risk_contribution_share,0.2271252755678768,0.55,合规,,,跌停且零买盘，当前可执行0；恢复有效买盘后单日最多9000,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
risk_by_security,当前,reconstructed,,SYNETF.SH,single_weight,0.19735849640111033,,披露,,,8/28收盘后当前可执行0；8/31正常交易时最多50000，5%ADV上限750000,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
risk_by_security,当前,reconstructed,,SYNETF.SH,marginal_risk_contribution,0.17851865389211993,,披露,,,8/28收盘后当前可执行0；8/31正常交易时最多50000，5%ADV上限750000,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
risk_by_security,当前,reconstructed,,SYNETF.SH,component_risk_contribution_to_vol,0.03523217311169901,,披露,,,8/28收盘后当前可执行0；8/31正常交易时最多50000，5%ADV上限750000,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
risk_by_security,当前,reconstructed,,SYNETF.SH,risk_contribution_share,0.1148622529472726,0.55,合规,,,8/28收盘后当前可执行0；8/31正常交易时最多50000，5%ADV上限750000,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
stress_total,当前,reconstructed,STRESS-01,TOTAL,stress_loss_rate,0.1317717652075404,0.09,不合规,-137541.5,,情景损益，不代表可即时成交,SCEN-01-201..ETF|SCEN-02-201..ETF|SCEN-03-201..ETF
stress_by_security,当前,reconstructed,STRESS-01,SYN201.SH,security_stress_pnl,,,披露,-72576.0,0.3648287693543834,8/28收盘后当前可执行0；8/31复核T+1到账后最多18000，5%ADV上限120000,SCEN-01/02/03-201
stress_by_security,当前,reconstructed,STRESS-01,SYN202.SZ,security_stress_pnl,,,披露,-2947.5,0.10516203842248634,8/28收盘后当前可执行0；8/31正常交易时最多12500，5%ADV上限150000,SCEN-01/02/03-202
stress_by_security,当前,reconstructed,STRESS-01,SYN203.SH,security_stress_pnl,,,披露,-9728.0,0.12344573922405384,停牌，当前及复牌前可执行0；复牌日须取新报价，5%ADV上限42500,SCEN-01/02/03-203
stress_by_security,当前,reconstructed,STRESS-01,SYN204.SZ,security_stress_pnl,,,披露,-33750.0,0.1117248381760892,跌停且零买盘，当前可执行0；恢复有效买盘后单日最多9000,SCEN-01/02/03-204
stress_by_security,当前,reconstructed,STRESS-01,SYNETF.SH,security_stress_pnl,,,披露,-18540.0,0.20685371026656477,8/28收盘后当前可执行0；8/31正常交易时最多50000，5%ADV上限750000,SCEN-01/02/03-ETF
stress_total,当前,reconstructed,STRESS-02,TOTAL,stress_loss_rate,0.11925099729751072,0.09,不合规,-124472.5,,情景损益，不代表可即时成交,SCEN-01-201..ETF|SCEN-02-201..ETF|SCEN-03-201..ETF
stress_by_security,当前,reconstructed,STRESS-02,SYN201.SH,security_stress_pnl,,,披露,-40320.0,0.39472940520431055,8/28收盘后当前可执行0；8/31复核T+1到账后最多18000，5%ADV上限120000,SCEN-01/02/03-201
stress_by_security,当前,reconstructed,STRESS-02,SYN202.SZ,security_stress_pnl,,,披露,-4912.5,0.10152958514731408,8/28收盘后当前可执行0；8/31正常交易时最多12500，5%ADV上限150000,SCEN-01/02/03-202
stress_by_security,当前,reconstructed,STRESS-02,SYN203.SH,security_stress_pnl,,,披露,-24320.0,0.10581811215353652,停牌，当前及复牌前可执行0；复牌日须取新报价，5%ADV上限42500,SCEN-01/02/03-203
stress_by_security,当前,reconstructed,STRESS-02,SYN204.SZ,security_stress_pnl,,,披露,-40500.0,0.10279411593862255,跌停且零买盘，当前可执行0；恢复有效买盘后单日最多9000,SCEN-01/02/03-204
stress_by_security,当前,reconstructed,STRESS-02,SYNETF.SH,security_stress_pnl,,,披露,-14420.000000000002,0.20839467440763287,8/28收盘后当前可执行0；8/31正常交易时最多50000，5%ADV上限750000,SCEN-01/02/03-ETF
stress_total,当前,reconstructed,STRESS-03,TOTAL,stress_gain_rate,0.0891840052013736,,合规/上行情景,93089.0,,情景损益，不代表可即时成交,SCEN-01-201..ETF|SCEN-02-201..ETF|SCEN-03-201..ETF
stress_by_security,当前,reconstructed,STRESS-03,SYN201.SH,security_stress_pnl,,,披露,48384.0,0.3972152360626653,8/28收盘后当前可执行0；8/31复核T+1到账后最多18000，5%ADV上限120000,SCEN-01/02/03-201
stress_by_security,当前,reconstructed,STRESS-03,SYN202.SZ,security_stress_pnl,,,披露,1965.0,0.08814954666688811,8/28收盘后当前可执行0；8/31正常交易时最多12500，5%ADV上限150000,SCEN-01/02/03-202
stress_by_security,当前,reconstructed,STRESS-03,SYN203.SH,security_stress_pnl,,,披露,6080.0,0.11230787924390832,停牌，当前及复牌前可执行0；复牌日须取新报价，5%ADV上限42500,SCEN-01/02/03-203
stress_by_security,当前,reconstructed,STRESS-03,SYN204.SZ,security_stress_pnl,,,披露,24300.0,0.14012096775966945,跌停且零买盘，当前可执行0；恢复有效买盘后单日最多9000,SCEN-01/02/03-204
stress_by_security,当前,reconstructed,STRESS-03,SYNETF.SH,security_stress_pnl,,,披露,12360.0,0.19207039874451615,8/28收盘后当前可执行0；8/31正常交易时最多50000，5%ADV上限750000,SCEN-01/02/03-ETF
summary,偏好优先_全硬约束可行,statement,,,NAV_CNY,1038311.6538324,,披露,,,,POLICY-01|POLICY-02|POLICY-03|POLICY-04|POLICY-05|POLICY-06
summary,偏好优先_全硬约束可行,statement,,,risk_asset_weight,0.7072250391196427,0.75,合规,,,,POLICY-01|POLICY-02|POLICY-03|POLICY-04|POLICY-05|POLICY-06
summary,偏好优先_全硬约束可行,statement,,,max_single_weight,0.24378037082193585,0.27,合规,,,,POLICY-01|POLICY-02|POLICY-03|POLICY-04|POLICY-05|POLICY-06
summary,偏好优先_全硬约束可行,statement,,,top2_weight,0.4421793767847946,,披露,,,,POLICY-01|POLICY-02|POLICY-03|POLICY-04|POLICY-05|POLICY-06
summary,偏好优先_全硬约束可行,statement,,,highvol_weight_A_plus_D,0.2970880648998205,0.3,合规,,,,POLICY-01|POLICY-02|POLICY-03|POLICY-04|POLICY-05|POLICY-06
summary,偏好优先_全硬约束可行,statement,,,electronic_weight_A_plus_D,0.2970880648998205,0.32,合规,,,,POLICY-01|POLICY-02|POLICY-03|POLICY-04|POLICY-05|POLICY-06
summary,偏好优先_全硬约束可行,statement,,,deadline_withdrawable_cash_weight,0.29396518155777973,,披露,,,,POLICY-01|POLICY-02|POLICY-03|POLICY-04|POLICY-05|POLICY-06
summary,偏好优先_全硬约束可行,statement,,,portfolio_annualized_volatility,0.20155927605655383,,披露,,,,POLICY-01|POLICY-02|POLICY-03|POLICY-04|POLICY-05|POLICY-06
summary,偏好优先_全硬约束可行,statement,,,max_risk_contribution_share,0.5484138461563942,0.55,合规,,,,POLICY-01|POLICY-02|POLICY-03|POLICY-04|POLICY-05|POLICY-06
risk_by_security,偏好优先_全硬约束可行,statement,,SYN201.SH,single_weight,0.24378037082193585,,披露,,,8/28收盘后当前可执行0；8/31复核T+1到账后最多18000，5%ADV上限120000,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
risk_by_security,偏好优先_全硬约束可行,statement,,SYN201.SH,marginal_risk_contribution,0.45343231466085976,,披露,,,8/28收盘后当前可执行0；8/31复核T+1到账后最多18000，5%ADV上限120000,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
risk_by_security,偏好优先_全硬约束可行,statement,,SYN201.SH,component_risk_contribution_to_vol,0.1105378978106731,,披露,,,8/28收盘后当前可执行0；8/31复核T+1到账后最多18000，5%ADV上限120000,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
risk_by_security,偏好优先_全硬约束可行,statement,,SYN201.SH,risk_contribution_share,0.5484138461563942,0.55,合规,,,8/28收盘后当前可执行0；8/31复核T+1到账后最多18000，5%ADV上限120000,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
risk_by_security,偏好优先_全硬约束可行,statement,,SYN202.SZ,single_weight,0.09462476862063528,,披露,,,8/28收盘后当前可执行0；8/31正常交易时最多12500，5%ADV上限150000,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
risk_by_security,偏好优先_全硬约束可行,statement,,SYN202.SZ,marginal_risk_contribution,0.06242386020263304,,披露,,,8/28收盘后当前可执行0；8/31正常交易时最多12500，5%ADV上限150000,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
risk_by_security,偏好优先_全硬约束可行,statement,,SYN202.SZ,component_risk_contribution_to_vol,0.005906843328081034,,披露,,,8/28收盘后当前可执行0；8/31正常交易时最多12500，5%ADV上限150000,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
risk_by_security,偏好优先_全硬约束可行,statement,,SYN202.SZ,risk_contribution_share,0.029305737962780153,0.55,合规,,,8/28收盘后当前可执行0；8/31正常交易时最多12500，5%ADV上限150000,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
risk_by_security,偏好优先_全硬约束可行,statement,,SYN203.SH,single_weight,0.11711319963632824,,披露,,,停牌，当前及复牌前可执行0；复牌日须取新报价，5%ADV上限42500,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
risk_by_security,偏好优先_全硬约束可行,statement,,SYN203.SH,marginal_risk_contribution,0.18092079421410517,,披露,,,停牌，当前及复牌前可执行0；复牌日须取新报价，5%ADV上限42500,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
risk_by_security,偏好优先_全硬约束可行,statement,,SYN203.SH,component_risk_contribution_to_vol,0.02118821309115956,,披露,,,停牌，当前及复牌前可执行0；复牌日须取新报价，5%ADV上限42500,RISK-01|RISK-02|RISK-03|RISK-04|RISK-05|CORR-01|CORR-02|CORR-03|CORR-04|CORR-05
