Date,Close,Adj Close,Volume
2025-04-28,30.66,30.66,648420
2025-04-29,30.21,30.21,334838
2025-04-30,29.98,29.98,712138
2025-05-06,29.8,29.8,1379972
2025-05-07,29.66,29.66,534538
2025-05-08,29.92,29.92,683173
2025-05-09,30.06,30.06,662638
2025-05-12,30.12,30.12,733870
2025-05-13,30.19,30.19,444900
2025-05-14,29.67,29.67,609270
2025-05-15,29.46,29.46,641118
2025-05-16,29.82,29.82,566608
2025-05-19,29.43,29.43,537208
2025-05-20,29.89,29.89,1387304
2025-05-21,29.83,29.83,354885
2025-05-22,29.5,29.5,742912
2025-05-23,29.76,29.76,993504
2025-05-26,30.01,30.01,857823
2025-05-27,29.79,29.79,488210
2025-05-28,29.6,29.6,814109
2025-05-29,29.33,29.33,1061780
2025-05-30,29.13,29.13,667924
2025-06-03,28.4,28.4,1440382
2025-06-04,28.19,28.19,647652
2025-06-05,28.59,28.59,1576984
2025-06-06,28.43,28.43,982782
2025-06-09,28.55,28.55,407902
2025-06-10,28.82,28.82,974599
2025-06-11,28.88,28.88,677957
2025-06-12,28.73,28.73,376551
2025-06-13,28.56,28.56,490679
2025-06-16,28.39,28.39,374419
2025-06-17,28.5,28.5,484707
2025-06-18,28.39,28.39,1484585
2025-06-19,28.64,28.64,225011
2025-06-20,29.21,29.21,323611
2025-06-23,29.39,29.39,462031
2025-06-24,28.94,28.94,542328
2025-06-25,29.07,29.07,1046063
2025-06-26,29.02,29.02,843622
2025-06-27,28.9,28.9,585432
2025-06-30,28.68,28.68,1251434
2025-07-01,28.61,28.61,502858
2025-07-02,29.66,29.66,1197885
2025-07-03,30.71,30.71,367712
2025-07-04,31.33,31.33,708151
2025-07-07,31.04,31.04,786358
2025-07-08,31.12,31.12,623345
2025-07-09,31.51,31.51,792938
2025-07-10,31.42,31.42,886634
2025-07-11,31.66,31.66,795305
2025-07-14,32.07,32.07,605681
2025-07-15,32.65,32.65,1066914
2025-07-16,32.83,32.83,920026
2025-07-17,32.98,32.98,331051
2025-07-18,32.92,32.92,1034965
2025-07-21,32.82,32.82,934050
2025-07-22,32.89,32.89,801703
2025-07-23,32.87,32.87,899826
2025-07-24,33.18,33.18,728327
2025-07-25,33.31,33.31,403709
2025-07-28,33.25,33.25,905288
2025-07-29,33.82,33.82,678392
2025-07-30,33.71,33.71,345133
2025-07-31,33.96,33.96,445246
2025-08-01,34.17,34.17,526343
2025-08-04,33.97,33.97,1081279
2025-08-05,33.98,33.98,443636
2025-08-06,34.09,34.09,1354889
2025-08-07,33.9,33.9,464713
2025-08-08,33.43,33.43,366131
2025-08-11,34.43,34.43,434088
2025-08-12,34.2,34.2,875941
2025-08-13,34.1,34.1,1051930
2025-08-14,34.01,34.01,509327
2025-08-15,34.02,34.02,882976
2025-08-18,34.36,34.36,1944744
2025-08-19,34.68,34.68,918267
2025-08-20,34.47,34.47,430572
2025-08-21,34.62,34.62,1157715
2025-08-22,34.89,34.89,1650376
2025-08-25,34.84,34.84,802688
2025-08-26,35.29,35.29,813325
2025-08-27,35.41,35.41,543871
2025-08-28,35.79,35.79,780784
2025-08-29,35.41,35.41,875180
2025-09-01,36.13,36.13,600217
2025-09-02,36.1,36.1,357033
2025-09-03,35.74,35.74,664321
2025-09-04,35.43,35.43,778452
2025-09-05,35.17,35.17,621851
2025-09-08,35.34,35.34,588658
2025-09-09,34.53,34.53,320517
2025-09-10,34.21,34.21,1028571
2025-09-11,34.68,34.68,734460
2025-09-12,35.21,35.21,259483
2025-09-15,34.86,34.86,1095384
2025-09-16,34.99,34.99,683054
2025-09-17,35.15,35.15,581205
2025-09-18,35.13,35.13,624231
2025-09-19,35.0,35.0,550047
2025-09-22,35.39,35.39,602302
2025-09-23,35.38,35.38,277187
2025-09-24,35.54,35.54,694867
2025-09-25,35.94,35.94,721046
2025-09-26,35.67,35.67,473834
2025-09-29,35.4,35.4,447099
2025-09-30,36.38,36.38,597952
2025-10-09,36.08,36.08,1225612
2025-10-10,36.63,36.63,939962
2025-10-13,37.21,37.21,773533
2025-10-14,37.35,37.35,406897
2025-10-15,37.33,37.33,1707904
2025-10-16,37.4,37.4,838982
2025-10-17,37.2,37.2,666919
2025-10-20,37.31,37.31,548160
2025-10-21,37.33,37.33,1103957
2025-10-22,37.21,37.21,1002983
2025-10-23,37.17,37.17,647062
2025-10-24,37.61,37.61,753948
2025-10-27,37.72,37.72,322054
2025-10-28,37.74,37.74,395201
2025-10-29,38.64,38.64,1117049
2025-10-30,38.74,38.74,525612
2025-10-31,39.11,39.11,508025
2025-11-03,38.84,38.84,247361
2025-11-04,38.5,38.5,663319
2025-11-05,38.81,38.81,797864
2025-11-06,39.32,39.32,874408
2025-11-07,38.16,38.16,734378
2025-11-10,38.55,38.55,905551
2025-11-11,38.98,38.98,301030
2025-11-12,39.09,39.09,625076
2025-11-13,39.47,39.47,864486
2025-11-14,39.11,39.11,3824283
2025-11-17,39.37,39.37,923141
2025-11-18,38.99,38.99,1177227
2025-11-19,38.98,38.98,898513
2025-11-20,38.9,38.9,921221
2025-11-21,39.05,39.05,685601
2025-11-24,38.56,38.56,429472
2025-11-25,38.75,38.75,1697463
2025-11-26,38.99,38.99,607263
2025-11-27,39.56,39.56,595560
2025-11-28,39.38,39.38,644210
2025-12-01,39.67,39.67,1014646
2025-12-02,39.46,39.46,1299283
2025-12-03,39.75,39.75,579054
2025-12-04,39.54,39.54,514205
2025-12-05,39.15,39.15,1513283
2025-12-08,38.97,38.97,526448
2025-12-09,39.71,39.71,750991
2025-12-10,40.42,40.42,269179
2025-12-11,40.53,40.53,542291
2025-12-12,40.65,40.65,357673
2025-12-15,40.9,40.9,621015
2025-12-16,40.32,40.32,616416
2025-12-17,41.28,41.28,1213248
2025-12-18,40.93,40.93,354698
2025-12-19,40.48,40.48,433747
2025-12-22,40.48,40.48,836815
2025-12-23,40.13,40.13,1057268
2025-12-24,40.34,40.34,768681
2025-12-25,40.71,40.71,490524
2025-12-26,40.64,40.64,1272188
2025-12-29,40.79,40.79,577888
2025-12-30,40.6,40.6,435267
2025-12-31,39.93,39.93,834964
2026-01-02,39.46,39.46,797085
2026-01-05,40.4,40.4,627470
2026-01-06,40.43,40.43,579461
2026-01-07,39.7,39.7,531591
2026-01-08,39.29,39.29,812786
2026-01-09,39.0,39.0,1073078
2026-01-12,39.39,39.39,817009
2026-01-13,39.51,39.51,703310
2026-01-14,40.21,40.21,436104
2026-01-15,41.12,41.12,931721
2026-01-16,41.48,41.48,658204
2026-01-19,41.8,41.8,1109039
2026-01-20,42.45,42.45,548987
2026-01-21,42.34,42.34,459986
2026-01-22,42.3,42.3,1032067
2026-01-23,41.62,41.62,642914
2026-01-26,42.06,42.06,860802
2026-01-27,41.74,41.74,745525
2026-01-28,41.95,41.95,289915
2026-01-29,43.15,43.15,611380
2026-01-30,42.6,42.6,617368
2026-02-02,42.45,42.45,654615
2026-02-03,42.06,42.06,2024802
2026-02-04,41.61,41.61,603283
2026-02-05,42.01,42.01,1203592
2026-02-06,41.35,41.35,291352
2026-02-09,41.55,41.55,432521
2026-02-10,41.66,41.66,765806
2026-02-11,42.21,42.21,430106
2026-02-12,41.46,41.46,873742
2026-02-13,40.96,40.96,592606
2026-02-23,41.47,41.47,443439
2026-02-24,40.7,40.7,692363
2026-02-25,40.84,40.84,624116
2026-02-26,41.4,41.4,141013
2026-02-27,40.77,40.77,388676
2026-03-02,40.35,40.35,1571029
2026-03-03,40.79,40.79,789364
2026-03-04,40.27,40.27,580984
2026-03-05,40.69,40.69,1441882
2026-03-06,41.26,41.26,791843
2026-03-09,41.33,41.33,759632
2026-03-10,41.34,41.34,1136409
2026-03-11,41.36,41.36,1155594
2026-03-12,41.1,41.1,607214
2026-03-13,41.51,41.51,762250
2026-03-16,41.88,41.88,881553
2026-03-17,41.92,41.92,601736
2026-03-18,42.1,42.1,808213
2026-03-19,41.51,41.51,513774
2026-03-20,41.11,41.11,360653
2026-03-23,40.19,40.19,524834
2026-03-24,39.97,39.97,377493
2026-03-25,40.39,40.39,605155
2026-03-26,40.54,40.54,460415
2026-03-27,40.35,40.35,850014
2026-03-30,40.21,40.21,510778
2026-03-31,40.06,40.06,902887
2026-04-01,40.56,40.56,1015300
2026-04-02,40.08,40.08,1422902
2026-04-03,40.65,40.65,344780
2026-04-07,40.92,40.92,863030
2026-04-08,40.3,40.3,1025415
2026-04-09,40.61,40.61,693414
2026-04-10,40.98,40.98,1115966
2026-04-13,40.84,40.84,457490
2026-04-14,41.7,41.7,983598
2026-04-15,41.38,41.38,823489
2026-04-16,41.26,41.26,696891
2026-04-17,41.4,41.4,709194
2026-04-20,41.68,41.68,456132
2026-04-21,41.65,41.65,770480
2026-04-22,42.12,42.12,395693
2026-04-23,41.89,41.89,617093
2026-04-24,42.18,42.18,481875
2026-04-27,42.17,42.17,418692
2026-04-28,42.23,42.23,1132467
2026-04-29,41.82,41.82,615514
2026-04-30,41.82,41.82,792218
2026-05-06,41.17,41.17,897770
2026-05-07,40.57,40.57,582873
2026-05-08,40.54,40.54,468936
2026-05-11,40.95,40.95,292574
2026-05-12,40.53,40.53,856021
2026-05-13,40.78,40.78,649854
2026-05-14,41.83,41.83,452636
2026-05-15,42.13,42.13,283002
2026-05-18,42.45,42.45,1065326
2026-05-19,42.43,42.43,731115
2026-05-20,41.58,41.58,960855
2026-05-21,41.43,41.43,511186
2026-05-22,41.5,41.5,648082
2026-05-25,41.03,41.03,492575
2026-05-26,41.16,41.16,985211
2026-05-27,40.87,40.87,566887
2026-05-28,41.29,41.29,810139
2026-05-29,41.39,41.39,539036
2026-06-01,41.54,41.54,986963
2026-06-02,41.77,41.77,723534
2026-06-03,41.75,41.75,504648
2026-06-04,42.52,42.52,366494
2026-06-05,42.06,42.06,1654930
2026-06-08,41.73,41.73,751435
2026-06-09,41.75,41.75,936853
2026-06-10,41.86,41.86,518709
2026-06-11,41.3,41.3,427674
2026-06-12,41.8,41.8,421981
2026-06-15,41.76,41.76,407969
2026-06-16,42.11,42.11,528531
2026-06-17,41.9,41.9,1086085
2026-06-18,41.72,41.72,502317
2026-06-22,41.9,41.9,348849
2026-06-23,41.75,41.75,673616
2026-06-24,41.5,41.5,987834
2026-06-25,41.69,41.69,391566
2026-06-26,42.1,42.1,607824
2026-06-29,42.05,42.05,493093
2026-06-30,42.3,42.3,759985
2026-07-01,41.99,41.99,918306
2026-07-02,42.23,42.23,512255
2026-07-03,41.9,41.9,759588
2026-07-06,42.1,42.1,578206
2026-07-07,41.68,41.68,423080
2026-07-08,41.84,41.84,787322
2026-07-09,42.34,42.34,412127
2026-07-10,42.43,42.43,633047
2026-07-13,41.73,41.73,1000770
2026-07-14,42.44,42.44,643701
2026-07-15,42.19,42.19,650722
2026-07-16,41.24,41.24,1016287
2026-07-17,42.11,42.11,784778
2026-07-20,41.87,41.87,821587
2026-07-21,42.22,42.22,658484
2026-07-22,42.37,42.37,612312
2026-07-23,43.29,43.29,697139
2026-07-24,44.09,44.09,1095935
2026-07-27,43.3,43.3,315111
2026-07-28,43.55,43.55,533782
2026-07-29,43.09,43.09,614551
2026-07-30,43.08,43.08,489258
2026-07-31,43.02,43.02,600124
2026-08-03,42.98,42.98,376219
2026-08-04,42.44,42.44,1092620
2026-08-05,42.77,42.77,563686
2026-08-06,43.18,43.18,472444
2026-08-07,43.59,43.59,1117188
2026-08-10,44.53,44.53,490559
2026-08-11,44.48,44.48,723027
2026-08-12,44.08,44.08,462343
2026-08-13,44.16,44.16,734548
2026-08-14,42.98,42.98,564785
2026-08-17,42.88,42.88,888838
2026-08-18,42.33,42.33,232084
2026-08-19,41.83,41.83,1193849
2026-08-20,41.26,41.26,921917
2026-08-21,40.72,40.72,654895
2026-08-24,40.85,40.85,680684
2026-08-25,40.1,40.1,998093
2026-08-26,39.66,39.66,385393
2026-08-27,39.69,39.69,411503
2026-08-28,39.56,39.56,457085
2026-08-31,40.12,40.12,697890
